,,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,#NAME?
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,-9999
706,Mauro dos Santos,ar ARG,DF,Leganés,es La Liga,28,1989,14,10,983,10.9,0,0,0,0,0,0,3,0,0.1,0.1,0,0.1,3,15,1,0,0,0,0,0,0,0,0,0,0,Matches,ec699fdd
707,Mathieu Dossevi,tg TOG,FWMF,Metz,fr Ligue 1,29,1988,30,30,2509,27.9,1,11,12,1,0,0,2,0,2.3,2.3,11.1,13.4,136,131,253,0.04,0.39,0.43,0.04,0.43,0.08,0.4,0.48,0.08,0.48,Matches,6421dd73
708,Abdoulaye Doucouré,ml MLI,MF,Watford,eng Premier League,24,1993,37,37,3324,36.9,7,3,10,7,0,0,10,0,3.5,3.5,2.3,5.9,73,222,79,0.19,0.08,0.27,0.19,0.27,0.1,0.06,0.16,0.1,0.16,Matches,02b29014
709,Cheick Doukouré,ci CIV,MF,Levante,es La Liga,24,1992,19,12,1022,11.4,1,0,1,1,0,0,4,0,1.1,1.1,0.3,1.4,5,31,12,0.09,0,0.09,0.09,0.09,0.1,0.02,0.12,0.1,0.12,Matches,e208bcc8
710,Mohamed Dräger,tn TUN,MFFW,Freiburg,de Bundesliga,21,1996,2,0,52,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Matches,8954fddc
711,Aleksandar Dragović,at AUT,DF,Leicester City,eng Premier League,26,1991,11,7,769,8.5,0,0,0,0,0,0,2,0,0.1,0.1,0,0.1,4,27,1,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches,6fd8a334
712,Aleksandar Dragović,at AUT,DF,Leverkusen,de Bundesliga,26,1991,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Matches,6fd8a334
713,Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,19,1997,3,1,217,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,085e71a7
714,Boukary Dramé,sn SEN,DFMF,SPAL,it Serie A,32,1985,5,1,95,1.1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,Matches,a5cd894b
715,Julian Draxler,de GER,MFFW,Paris S-G,fr Ligue 1,23,1993,30,19,1704,18.9,4,5,9,4,0,0,1,0,3.7,3.7,4.5,8.2,65,117,117,0.21,0.26,0.48,0.21,0.48,0.2,0.24,0.44,0.2,0.44,Matches,1a992676
716,Danny Drinkwater,eng ENG,MF,Chelsea,eng Premier League,27,1990,12,5,527,5.9,1,0,1,1,0,0,0,0,0.2,0.2,0.3,0.5,3,32,28,0.17,0,0.17,0.17,0.17,0.03,0.05,0.08,0.03,0.08,Matches,2649ff32
717,Josip Drmić,ch SUI,FWMF,M'Gladbach,de Bundesliga,24,1992,13,4,467,5.2,4,1,5,4,0,0,1,0,2.5,2.5,0.3,2.8,6,4,35,0.77,0.19,0.96,0.77,0.96,0.49,0.05,0.54,0.49,0.54,Matches,15ea94de
718,Rick van Drongelen,nl NED,DF,Hamburger SV,de Bundesliga,18,1998,18,16,1440,16,0,0,0,0,0,0,4,0,0.6,0.6,0,0.6,8,53,6,0,0,0,0,0,0.04,0,0.04,0.04,0.04,Matches,f0797d57
719,Óscar Duarte,cr CRC,DF,Espanyol,es La Liga,28,1989,11,11,990,11,0,0,0,0,0,0,1,0,0.6,0.6,0,0.6,3,20,1,0,0,0,0,0,0.05,0,0.05,0.05,0.05,Matches,aa0ac32d
720,Rubén Duarte,es ESP,DF,Alavés,es La Liga,21,1995,24,24,2138,23.8,0,2,2,0,0,0,9,1,0.8,0.8,1.6,2.4,23,74,48,0,0.08,0.08,0,0.08,0.03,0.07,0.1,0.03,0.1,Matches,1fe0492d
721,Leo Dubois,fr FRA,DF,Nantes,fr Ligue 1,22,1994,34,34,3021,33.6,3,4,7,3,0,0,5,0,2.1,2.1,6.7,8.8,96,171,130,0.09,0.12,0.21,0.09,0.21,0.06,0.2,0.26,0.06,0.26,Matches,ff0ab48c
722,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,28,1989,12,12,1080,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,3a949a25
723,Ondrej Duda,sk SVK,MF,Hertha BSC,de Bundesliga,22,1994,17,9,744,8.3,1,0,1,1,0,0,3,0,1.1,1.1,0.3,1.4,8,30,27,0.12,0,0.12,0.12,0.12,0.13,0.04,0.17,0.13,0.17,Matches,79ca3e23
724,Shane Duffy,ie IRL,DF,Brighton,eng Premier League,25,1992,37,37,3292,36.6,0,1,1,0,0,0,8,0,2.3,2.3,1.1,3.4,8,39,10,0,0.03,0.03,0,0.03,0.06,0.03,0.09,0.06,0.09,Matches,7314bba4
725,Paul Dummett,wls WAL,DF,Newcastle Utd,eng Premier League,25,1991,20,19,1602,17.8,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.6,8,57,17,0,0,0,0,0,0.01,0.02,0.03,0.01,0.03,Matches,3fe6bd8c
726,Alfred Duncan,gh GHA,MF,Sassuolo,it Serie A,24,1993,26,23,1947,21.6,0,2,2,0,0,0,4,0,2,2,2.4,4.4,43,125,105,0,0.09,0.09,0,0.09,0.09,0.11,0.2,0.09,0.2,Matches,528492ea
727,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,25,1991,38,38,3420,38,1,1,2,1,0,0,7,0,2.7,2.7,1.2,3.9,25,54,5,0.03,0.03,0.05,0.03,0.05,0.07,0.03,0.1,0.07,0.1,Matches,282f75f3
728,Maxime Dupé,fr FRA,GK,Nantes,fr Ligue 1,24,1993,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0e12089d
729,Jimmy Durmaz,se SWE,MFFW,Toulouse,fr Ligue 1,28,1989,20,12,1028,11.4,3,3,6,0,3,4,5,0,3.6,0.5,2.2,2.7,36,60,79,0.26,0.26,0.53,0,0.26,0.32,0.2,0.51,0.04,0.24,Matches,f09a8b75
730,Riza Durmisi,dk DEN,DF,Betis,es La Liga,23,1994,24,23,2080,23.1,2,3,5,2,0,0,4,0,1.9,1.9,2.6,4.5,74,60,147,0.09,0.13,0.22,0.09,0.22,0.08,0.11,0.2,0.08,0.2,Matches,e5cd9da6
731,Hugo Duro,es ESP,FW,Getafe,es La Liga,17,1999,2,0,19,0.2,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,0,0,2,0,0,0,0,0,1.25,0,1.25,1.25,1.25,Matches,37e103f8
732,Noë Dussenne,be BEL,FW,Crotone,it Serie A,25,1992,1,0,84,0.9,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,0,1,0,0,0,0,0,0,0.11,0,0.11,0.11,0.11,Matches,8b9b8e43
733,Paulo Dybala,ar ARG,MFFW,Juventus,it Serie A,23,1993,33,26,2353,26.1,22,3,25,19,3,5,0,0,12.2,8.3,4.6,12.9,86,134,173,0.84,0.11,0.96,0.73,0.84,0.46,0.18,0.64,0.32,0.49,Matches,e0921a4f
734,Nathan Dyer,eng ENG,MFFW,Swansea City,eng Premier League,29,1987,24,16,1307,14.5,0,0,0,0,0,0,2,0,0.9,0.9,0.8,1.7,53,34,119,0,0,0,0,0,0.06,0.05,0.12,0.06,0.12,Matches,6dfd5af0
735,Edin Džeko,ba BIH,FW,Roma,it Serie A,31,1986,36,33,3018,33.5,16,3,19,16,0,0,6,0,17.4,17.4,3.9,21.2,59,95,289,0.48,0.09,0.57,0.48,0.57,0.52,0.12,0.63,0.52,0.63,Matches,3bb7f478
736,Blerim Džemaili,ch SUI,MFFW,Bologna,it Serie A,31,1986,15,14,1193,13.3,1,0,1,1,0,0,4,0,0.7,0.7,0.6,1.3,27,62,53,0.08,0,0.08,0.08,0.08,0.05,0.04,0.1,0.05,0.1,Matches,756959aa
737,Félix Eboa Eboa,cm CMR,DF,Guingamp,fr Ligue 1,20,1997,23,16,1524,16.9,1,0,1,1,0,0,2,0,0.9,0.9,0.5,1.4,14,53,10,0.06,0,0.06,0.06,0.06,0.05,0.03,0.09,0.05,0.09,Matches,167d5018
738,Éder,it ITA,FWMF,Inter,it Serie A,30,1986,29,4,800,8.9,3,0,3,3,0,0,4,0,2.7,2.7,1.3,4,19,17,64,0.34,0,0.34,0.34,0.34,0.3,0.14,0.45,0.3,0.45,Matches,5a325298
739,Simone Edera,it ITA,FWMF,Torino,it Serie A,20,1997,14,2,327,3.6,1,1,2,1,0,0,0,0,0.3,0.3,0.2,0.5,11,12,32,0.28,0.28,0.55,0.28,0.55,0.08,0.04,0.13,0.08,0.13,Matches,8697c095
740,Ederson,br BRA,GK,Manchester City,eng Premier League,23,1993,36,36,3194,35.5,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,3bb7b8b4
741,Tom Edwards,eng ENG,DFMF,Stoke City,eng Premier League,18,1999,6,6,481,5.3,0,0,0,0,0,0,0,0,0,0,0.4,0.4,8,11,4,0,0,0,0,0,0,0.07,0.07,0,0.07,Matches,1b780599
742,Mandela Egbo,eng ENG,DFMF,M'Gladbach,de Bundesliga,19,1997,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,5603d397
743,Johannes Eggestein,de GER,FWDF,Werder Bremen,de Bundesliga,19,1998,7,0,99,1.1,0,0,0,0,0,0,0,0,0.2,0.2,0.8,1.1,4,3,12,0,0,0,0,0,0.21,0.75,0.96,0.21,0.96,Matches,d571df78
744,Maximilian Eggestein,de GER,MF,Werder Bremen,de Bundesliga,20,1996,33,31,2692,29.9,2,3,5,2,0,0,3,0,4.9,4.9,2.1,7,46,137,114,0.07,0.1,0.17,0.07,0.17,0.16,0.07,0.23,0.16,0.23,Matches,beb882a8
745,Albin Ekdal,se SWE,MF,Hamburger SV,de Bundesliga,28,1989,19,12,1108,12.3,0,1,1,0,0,0,3,0,0.5,0.5,1,1.5,14,67,20,0,0.08,0.08,0,0.08,0.04,0.08,0.12,0.04,0.12,Matches,f503ea63
746,Josip Elez,hr CRO,DF,Hannover 96,de Bundesliga,23,1994,11,9,774,8.6,0,0,0,0,0,0,1,0,0,0,0,0,15,39,1,0,0,0,0,0,0,0,0,0,0,Matches,eafac393
747,Rob Elliot,ie IRL,GK,Newcastle Utd,eng Premier League,31,1986,16,16,1440,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,b1b25949
748,Mohamed Elneny,eg EGY,MF,Arsenal,eng Premier League,25,1992,13,11,867,9.6,0,1,1,0,0,0,3,1,0.3,0.3,0.9,1.2,13,74,21,0,0.1,0.1,0,0.1,0.03,0.1,0.13,0.03,0.13,Matches,47a34c4f
749,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,23,1994,19,18,1596,17.7,3,2,5,3,0,0,1,0,1.3,1.3,0.3,1.6,13,61,12,0.17,0.11,0.28,0.17,0.28,0.07,0.02,0.09,0.07,0.09,Matches,f7dc2ae5
750,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,20,1996,33,33,2914,32.4,2,2,4,2,0,0,6,0,1.6,1.6,1.8,3.4,58,139,108,0.06,0.06,0.12,0.06,0.12,0.05,0.06,0.11,0.05,0.11,Matches,48035304
751,Rodrigo Ely,br BRA,DF,Alavés,es La Liga,23,1993,31,30,2691,29.9,1,0,1,1,0,0,11,1,1.2,1.2,0.4,1.5,6,46,7,0.03,0,0.03,0.03,0.03,0.04,0.01,0.05,0.04,0.05,Matches,fd47b4f2
752,Breel Embolo,ch SUI,FWMF,Schalke 04,de Bundesliga,20,1997,21,9,919,10.2,3,0,3,3,0,0,4,0,4.1,4.1,0.2,4.3,24,25,77,0.29,0,0.29,0.29,0.29,0.4,0.02,0.42,0.4,0.42,Matches,0b4f388a
753,Youssef En-Nesyri,ma MAR,FW,Málaga,es La Liga,20,1997,25,16,1596,17.7,4,0,4,4,0,1,2,1,5.2,4.4,0.9,5.3,21,23,79,0.23,0,0.23,0.23,0.23,0.29,0.05,0.34,0.25,0.3,Matches,04e17fd5
754,Sergi Enrich,es ESP,FW,Eibar,es La Liga,27,1990,19,14,1330,14.8,3,1,4,3,0,0,2,0,3.1,3.1,1.7,4.7,4,21,88,0.2,0.07,0.27,0.2,0.27,0.21,0.11,0.32,0.21,0.32,Matches,bb4b1242
755,Javier Eraso,es ESP,MFFW,Leganés,es La Liga,27,1990,34,31,2533,28.1,4,3,7,4,0,0,4,0,4.3,4.3,3.4,7.7,39,75,145,0.14,0.11,0.25,0.14,0.25,0.15,0.12,0.27,0.15,0.27,Matches,aec0fb6f
756,Christian Eriksen,dk DEN,MFFW,Tottenham,eng Premier League,25,1992,37,37,3218,35.8,10,10,20,10,0,0,0,0,7,7,11.6,18.6,83,333,237,0.28,0.28,0.56,0.28,0.56,0.2,0.32,0.52,0.2,0.52,Matches,980522ec
757,Gonzalo Escalante,ar ARG,MF,Eibar,es La Liga,24,1993,28,16,1565,17.4,1,0,1,1,0,0,3,0,1.3,1.3,1,2.3,11,64,22,0.06,0,0.06,0.06,0.06,0.07,0.06,0.13,0.07,0.13,Matches,3f79a1c8
758,Sergio Escudero,es ESP,DF,Sevilla,es La Liga,27,1989,27,26,2332,25.9,0,2,2,0,0,0,10,0,1,1,1.2,2.2,56,145,105,0,0.08,0.08,0,0.08,0.04,0.05,0.08,0.04,0.08,Matches,b0616e3d
759,Bernardo Espinosa,co COL,DF,Girona,es La Liga,28,1989,34,32,2868,31.9,0,3,3,0,0,0,7,0,2.7,2.7,1.1,3.7,0,42,5,0,0.09,0.09,0,0.09,0.08,0.03,0.12,0.08,0.12,Matches,4242011c
760,Michael Esser,de GER,GK,Hannover 96,de Bundesliga,29,1987,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,83e0eeb4
761,Alexander Esswein,de GER,FWMF,Hertha BSC,de Bundesliga,27,1990,16,6,617,6.9,2,1,3,2,0,0,0,0,0.9,0.9,0.3,1.1,14,20,53,0.29,0.15,0.44,0.29,0.44,0.12,0.04,0.17,0.12,0.17,Matches,b48215cd
762,Oghenekaro Etebo,ng NGA,MF,Las Palmas,es La Liga,21,1995,14,14,1215,13.5,0,1,1,0,0,0,3,0,0.6,0.6,0.4,1,20,62,18,0,0.07,0.07,0,0.07,0.04,0.03,0.07,0.04,0.07,Matches,b579e83d
763,Beñat Etxebarria,es ESP,MF,Athletic Club,es La Liga,30,1987,24,12,1120,12.4,0,2,2,0,0,0,3,0,0.5,0.5,2.4,2.9,21,109,22,0,0.16,0.16,0,0.16,0.04,0.19,0.23,0.04,0.23,Matches,b037bd4f
764,Xabier Etxeita,es ESP,DF,Athletic Club,es La Liga,29,1987,5,5,376,4.2,1,0,1,1,0,0,2,0,0.4,0.4,0,0.4,3,10,0,0.24,0,0.24,0.24,0.24,0.09,0,0.09,0.09,0.09,Matches,4a895384
765,Jonny Evans,nir NIR,DF,West Brom,eng Premier League,29,1988,28,26,2270,25.2,2,2,4,2,0,0,7,0,2.1,2.1,0.9,3,21,56,9,0.08,0.08,0.16,0.08,0.16,0.08,0.03,0.12,0.08,0.12,Matches,f8fcd2a5
766,Franck Evina,cm CMR,FW,Bayern Munich,de Bundesliga,17,2000,2,2,110,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,0,2,13,0,0,0,0,0,0.08,0.16,0.24,0.08,0.24,Matches,44e471ca
767,Patrice Evra,fr FRA,DFMF,West Ham,eng Premier League,36,1981,5,3,228,2.5,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,0,0,0,0,0,0,0,0,0,0,Matches,51a3caf1
768,Patrice Evra,fr FRA,DF,Marseille,fr Ligue 1,36,1981,4,4,349,3.9,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,4,4,6,0,0,0,0,0,0.02,0.02,0.05,0.02,0.05,Matches,51a3caf1
769,Edu Expósito,es ESP,MFFW,La Coruña,es La Liga,20,1996,3,0,96,1.1,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,Matches,283c7121
770,Erik Expósito,es ESP,FW,Las Palmas,es La Liga,21,1996,10,4,467,5.2,1,0,1,1,0,0,0,0,0.8,0.8,0.2,1,2,10,28,0.19,0,0.19,0.19,0.19,0.15,0.05,0.2,0.15,0.2,Matches,07d67579
771,Valentin Eysseric,fr FRA,FWMF,Fiorentina,it Serie A,25,1992,21,8,706,7.8,1,1,2,1,0,0,2,0,0.8,0.8,1.2,2,27,47,66,0.13,0.13,0.25,0.13,0.25,0.1,0.15,0.26,0.1,0.26,Matches,ae82fa48
772,Valentin Eysseric,fr FRA,FW,Nice,fr Ligue 1,25,1992,1,1,90,1,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,2,9,13,0,0,0,0,0,0.05,0.16,0.21,0.05,0.21,Matches,ae82fa48
773,Imoh Ezekiel,ng NGA,MFFW,Las Palmas,es La Liga,23,1993,10,5,469,5.2,0,0,0,0,0,0,0,0,1.1,1.1,0.1,1.2,24,11,34,0,0,0,0,0,0.21,0.02,0.23,0.21,0.23,Matches,9243fea6
774,Marco Fabián,mx MEX,MFFW,Eint Frankfurt,de Bundesliga,28,1989,7,3,422,4.7,1,0,1,1,0,0,0,0,1.2,1.2,0.7,1.9,11,23,21,0.21,0,0.21,0.21,0.21,0.26,0.16,0.41,0.26,0.41,Matches,e665a2db
775,Łukasz Fabiański,pl POL,GK,Swansea City,eng Premier League,32,1985,38,38,3420,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,9328b835
776,Fabinho,br BRA,MF,Monaco,fr Ligue 1,23,1993,34,34,3060,34,7,3,10,3,4,4,8,0,5.8,2.6,4.2,6.8,64,261,57,0.21,0.09,0.29,0.09,0.18,0.17,0.12,0.29,0.08,0.2,Matches,7f3b388c
777,Cesc Fàbregas,es ESP,MF,Chelsea,eng Premier League,30,1987,32,25,2307,25.6,2,4,6,2,0,0,5,2,2.4,2.4,6.8,9.2,55,348,135,0.08,0.16,0.23,0.08,0.23,0.09,0.26,0.36,0.09,0.36,Matches,33508c78
778,Ralf Fährmann,de GER,GK,Schalke 04,de Bundesliga,28,1988,34,34,3015,33.5,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,1e43fad8
779,Fayçal Fajr,ma MAR,MFFW,Getafe,es La Liga,28,1988,31,26,2385,26.5,1,4,5,1,0,1,7,0,1.5,0.7,2.9,3.6,24,89,47,0.04,0.15,0.19,0.04,0.19,0.06,0.11,0.17,0.03,0.14,Matches,79135368
780,Radamel Falcao,co COL,FW,Monaco,fr Ligue 1,31,1986,26,25,2129,23.7,18,4,22,15,3,4,1,0,13.9,10.7,1.9,12.6,30,37,164,0.76,0.17,0.93,0.63,0.8,0.59,0.08,0.67,0.45,0.53,Matches,66116290
781,Diego Falcinelli,it ITA,FW,Fiorentina,it Serie A,26,1991,12,3,440,4.9,0,0,0,0,0,0,0,0,1.3,1.3,0.5,1.8,4,9,53,0,0,0,0,0,0.27,0.11,0.38,0.27,0.38,Matches,a39b9ef6
782,Diego Falcinelli,it ITA,FW,Sassuolo,it Serie A,26,1991,20,15,1314,14.6,2,1,3,2,0,0,2,0,4.2,4,0.4,4.4,17,24,79,0.14,0.07,0.21,0.14,0.21,0.28,0.03,0.31,0.28,0.3,Matches,a39b9ef6
783,Simon Falette,gn GUI,DF,Metz,fr Ligue 1,25,1992,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Matches,b82880c6
784,Simon Falette,gn GUI,DF,Eint Frankfurt,de Bundesliga,25,1992,27,25,2211,24.6,1,0,1,1,0,0,10,1,1.6,1.6,0.4,2,30,109,7,0.04,0,0.04,0.04,0.04,0.07,0.02,0.08,0.07,0.08,Matches,b82880c6
785,Cesar Falletti,uy URU,MFFW,Bologna,it Serie A,24,1992,13,1,321,3.6,1,0,1,1,0,0,1,0,1.2,1.2,0.1,1.3,10,19,22,0.28,0,0.28,0.28,0.28,0.33,0.03,0.36,0.33,0.36,Matches,00823e9a
786,Iago Falque,es ESP,FWMF,Torino,it Serie A,27,1990,37,34,2821,31.3,12,8,20,12,0,0,2,0,8.6,8.6,6.8,15.5,85,123,278,0.38,0.26,0.64,0.38,0.64,0.28,0.22,0.49,0.28,0.49,Matches,440c84ed
787,Paolo Faragò,it ITA,DF,Cagliari,it Serie A,24,1993,35,25,2457,27.3,2,4,6,2,0,0,2,0,3,3,4.8,7.8,66,108,166,0.07,0.15,0.22,0.07,0.22,0.11,0.18,0.29,0.11,0.29,Matches,9085dd7c
788,Imad Faraj,ma MAR,MFDF,Lille,fr Ligue 1,18,1999,7,1,162,1.8,0,1,1,0,0,0,0,0,0.2,0.2,1,1.2,8,6,20,0,0.56,0.56,0,0.56,0.12,0.55,0.68,0.12,0.68,Matches,b396a0b1
789,Davide Faraoni,it ITA,DFMF,Crotone,it Serie A,25,1991,28,18,1754,19.5,2,4,6,2,0,0,3,0,1.2,1.2,0.8,2,36,74,42,0.1,0.21,0.31,0.1,0.31,0.06,0.04,0.1,0.06,0.1,Matches,aae9d04a
790,Mohamed Fares,dz ALG,DFMF,Hellas Verona,it Serie A,21,1996,30,29,2604,28.9,0,1,1,0,0,0,12,0,1.8,1.8,1.7,3.5,66,72,98,0,0.03,0.03,0,0.03,0.06,0.06,0.12,0.06,0.12,Matches,b7a5bc86
791,Diego Farias,br BRA,FWMF,Cagliari,it Serie A,27,1990,28,14,1609,17.9,1,4,5,1,0,1,4,0,4.7,3.9,1.7,5.6,55,42,160,0.06,0.22,0.28,0.06,0.28,0.26,0.1,0.36,0.22,0.31,Matches,157d29b6
792,Federico Fazio,ar ARG,DF,Roma,it Serie A,30,1987,34,32,2922,32.5,2,1,3,2,0,0,6,0,2.4,2.4,0.1,2.5,35,165,5,0.06,0.03,0.09,0.06,0.09,0.07,0,0.08,0.07,0.08,Matches,4e358a2d
793,Zouhair Feddal,ma MAR,DF,Betis,es La Liga,28,1989,15,14,1257,14,3,0,3,3,0,0,7,0,0.5,0.5,0.1,0.6,11,66,2,0.21,0,0.21,0.21,0.21,0.04,0,0.04,0.04,0.04,Matches,89151b16
794,Nabil Fekir,fr FRA,MFFW,Lyon,fr Ligue 1,24,1993,30,28,2477,27.5,18,8,26,15,3,4,8,0,12.6,9.5,5.7,15.2,102,153,178,0.65,0.29,0.94,0.55,0.84,0.46,0.21,0.67,0.34,0.55,Matches,bece776f
795,Felipe,br BRA,DF,Hannover 96,de Bundesliga,30,1987,6,6,457,5.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,7,23,1,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03,Matches,de164de6
796,Luiz Felipe,it ITA,DF,Lazio,it Serie A,20,1997,18,12,1168,13,0,1,1,0,0,0,6,0,0.2,0.2,0,0.3,22,46,2,0,0.08,0.08,0,0.08,0.02,0,0.02,0.02,0.02,Matches,15d0c248
797,Ohis Felix Uduokhai,de GER,DF,Wolfsburg,de Bundesliga,19,1997,19,17,1560,17.3,1,0,1,1,0,0,2,1,0.2,0.2,0,0.2,14,52,5,0.06,0,0.06,0.06,0.06,0.01,0,0.01,0.01,0.01,Matches,677da306
798,Marouane Fellaini,be BEL,MF,Manchester Utd,eng Premier League,29,1987,16,5,683,7.6,4,0,4,4,0,0,1,0,3.5,3.5,0.2,3.7,5,19,11,0.53,0,0.53,0.53,0.53,0.51,0.03,0.54,0.51,0.54,Matches,87575fd9
799,Kiko Femenía,es ESP,DFFW,Watford,eng Premier League,26,1991,23,19,1713,19,1,1,2,1,0,0,2,0,0.4,0.4,1.8,2.1,54,72,103,0.05,0.05,0.11,0.05,0.11,0.02,0.09,0.11,0.02,0.11,Matches,e5d01ecf
800,Leroy Fer,nl NED,MF,Swansea City,eng Premier League,27,1990,20,15,1397,15.5,1,1,2,1,0,0,5,0,1.6,1.6,1,2.7,22,66,23,0.06,0.06,0.13,0.06,0.13,0.11,0.07,0.17,0.11,0.17,Matches,3cefa66a
801,Julien Féret,fr FRA,MF,Caen,fr Ligue 1,35,1982,37,36,3060,34,0,1,1,0,0,0,3,0,0.9,0.9,4.9,5.7,57,272,96,0,0.03,0.03,0,0.03,0.03,0.14,0.17,0.03,0.17,Matches,ac62861c
802,Edimilson Fernandes,ch SUI,MFDF,West Ham,eng Premier League,21,1996,14,9,845,9.4,0,1,1,0,0,0,1,0,0.3,0.3,0.3,0.6,12,20,28,0,0.11,0.11,0,0.11,0.03,0.03,0.07,0.03,0.07,Matches,3bb625ac
803,Gelson Fernandes,ch SUI,MF,Eint Frankfurt,de Bundesliga,30,1986,19,12,1036,11.5,0,0,0,0,0,0,4,0,0.1,0.1,0,0.1,3,34,3,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches,8e58987d
804,Andrés Fernández,es ESP,GK,Villarreal,es La Liga,30,1986,3,3,225,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,307fcd26
805,Augusto Fernández,ar ARG,MF,Atlético Madrid,es La Liga,31,1986,5,1,107,1.2,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0.02,0.02,0.04,0.02,0.04,Matches,78c40e94
806,Brian Fernández,ar ARG,FW,Metz,fr Ligue 1,22,1994,7,0,128,1.4,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.5,6,2,9,0,0,0,0,0,0.23,0.1,0.32,0.23,0.32,Matches,857e2586
807,Carlos Fernández,es ESP,FW,Sevilla,es La Liga,21,1996,2,2,137,1.5,1,0,1,1,0,0,0,0,0.6,0.6,0.1,0.7,1,0,15,0.66,0,0.66,0.66,0.66,0.38,0.1,0.47,0.38,0.47,Matches,e08647d6
808,Enzo Fernández,es ESP,MF,Alavés,es La Liga,22,1995,2,1,71,0.8,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0.03,0.03,0,0.03,Matches,4cafb146
809,Federico Fernández,ar ARG,DF,Swansea City,eng Premier League,28,1989,30,30,2676,29.7,1,1,2,1,0,0,5,0,0.7,0.7,0.7,1.4,5,72,8,0.03,0.03,0.07,0.03,0.07,0.02,0.02,0.05,0.02,0.05,Matches,f25b010f
810,Raúl Fernández,es ESP,GK,Levante,es La Liga,29,1988,11,11,990,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,6fb59070
811,Fernandinho,br BRA,MF,Manchester City,eng Premier League,32,1985,34,33,2881,32,5,3,8,5,0,0,7,0,2.1,2.1,2.8,4.9,80,320,38,0.16,0.09,0.25,0.16,0.25,0.06,0.09,0.15,0.06,0.15,Matches,101da2b5
