,,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,#NAME?
660,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,es La Liga,24,1993,21,21,1890,21,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,fc70e345
661,Tristan Dingomé,cm CMR,MF,Reims,fr Ligue 1,27,1991,20,17,1344,14.9,1,3,4,1,0,0,5,0,0.4,0.4,2.2,2.6,7,93,78,0.07,0.2,0.27,0.07,0.27,0.03,0.15,0.18,0.03,0.18,Matches,92b56413
662,Ismaël Diomandé,ci CIV,MFDF,Caen,fr Ligue 1,25,1992,18,14,1293,14.4,0,1,1,0,0,0,5,1,0.2,0.2,0.3,0.5,6,50,4,0,0.07,0.07,0,0.07,0.02,0.02,0.04,0.02,0.04,Matches,10650926
663,Federico Dionisi,it ITA,FWMF,Frosinone,it Serie A,31,1987,9,1,204,2.3,1,0,1,1,0,0,2,0,1,1,0.7,1.7,2,9,22,0.44,0,0.44,0.44,0.44,0.43,0.31,0.73,0.43,0.73,Matches,a74d2999
664,Lois Diony,fr FRA,FW,Saint-Étienne,fr Ligue 1,25,1992,30,19,1591,17.7,5,1,6,5,0,0,3,0,8.1,8.1,1.8,10,34,18,157,0.28,0.06,0.34,0.28,0.34,0.46,0.1,0.56,0.46,0.56,Matches,4be0b467
665,Issa Diop,fr FRA,DF,West Ham,eng Premier League,21,1997,33,33,2970,33,1,0,1,1,0,0,4,0,1.2,1.2,0.2,1.3,9,73,2,0.03,0,0.03,0.03,0.03,0.04,0.01,0.04,0.04,0.04,Matches,a712ca2b
666,Papakouli Diop,sn SEN,MF,Eibar,es La Liga,32,1986,28,27,2352,26.1,1,1,2,1,0,0,11,0,2.5,2.5,0.7,3.1,13,157,22,0.04,0.04,0.08,0.04,0.08,0.09,0.03,0.12,0.09,0.12,Matches,7329018e
667,Sofiane Diop,fr FRA,MFFW,Monaco,fr Ligue 1,18,2000,13,9,741,8.2,0,0,0,0,0,0,1,0,0.6,0.6,1,1.6,24,18,64,0,0,0,0,0,0.07,0.12,0.19,0.07,0.19,Matches,1.91E+35
668,Assane Dioussé,sn SEN,MF,Chievo,it Serie A,20,1997,14,9,892,9.9,0,0,0,0,0,0,5,0,0.2,0.2,0.2,0.4,6,45,8,0,0,0,0,0,0.02,0.02,0.04,0.02,0.04,Matches,7f622eef
669,Assane Dioussé,sn SEN,MF,Saint-Étienne,fr Ligue 1,20,1997,7,2,217,2.4,0,0,0,0,0,0,0,0,0,0,0.6,0.6,4,15,6,0,0,0,0,0,0.02,0.25,0.27,0.02,0.27,Matches,7f622eef
670,Axel Disasi,fr FRA,DF,Reims,fr Ligue 1,20,1998,4,1,159,1.8,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,2,3,0,0,0,0,0,0,0.03,0.03,0,0.03,Matches,ad82197c
671,Djené,tg TOG,DF,Getafe,es La Liga,26,1991,34,34,2976,33.1,0,0,0,0,0,0,13,2,0.7,0.7,0.2,0.9,17,81,11,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03,Matches,a4971d84
672,Koffi Djidji,ci CIV,DF,Torino,it Serie A,25,1992,17,16,1387,15.4,0,0,0,0,0,0,2,0,0.1,0.1,0,0.1,8,44,1,0,0,0,0,0,0,0,0,0,0,Matches,933d3b51
673,Koffi Djidji,ci CIV,DF,Nantes,fr Ligue 1,25,1992,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,Matches,933d3b51
674,Alexander Djiku,gh GHA,DF,Caen,fr Ligue 1,23,1994,31,31,2754,30.6,1,0,1,1,0,0,9,1,1.2,1.2,0.3,1.4,7,68,3,0.03,0,0.03,0.03,0.03,0.04,0.01,0.05,0.04,0.05,Matches,43e7a164
675,Papy Djilobodji,sn SEN,DF,Guingamp,fr Ligue 1,29,1988,4,2,175,1.9,0,0,0,0,0,0,1,1,0.1,0.1,0.1,0.2,0,10,1,0,0,0,0,0,0.06,0.03,0.09,0.06,0.09,Matches,8.35E+09
676,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,25,1993,24,20,1807,20.1,1,2,3,1,0,0,3,0,1,1,2,3,5,37,2,0.05,0.1,0.15,0.05,0.15,0.05,0.1,0.15,0.05,0.15,Matches,6eee05f1
677,Johan Djourou,ch SUI,DF,SPAL,it Serie A,31,1987,5,3,279,3.1,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,1,1,0,0,0,0,0,0,0.16,0,0.16,0.16,0.16,Matches,b8673e18
678,Marko Dmitrović,rs SRB,GK,Eibar,es La Liga,26,1992,24,24,2160,24,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,ac295d9e
679,Matt Doherty,ie IRL,DFMF,Wolves,eng Premier League,26,1992,38,35,3144,34.9,4,5,9,4,0,0,5,0,4.4,4.4,5.1,9.5,80,129,221,0.11,0.14,0.26,0.11,0.26,0.13,0.15,0.27,0.13,0.27,Matches,d557d734
680,Keagan Dolly,za RSA,FW,Montpellier,fr Ligue 1,25,1993,3,2,88,1,0,0,0,0,0,0,0,0,0,0,0.1,0.1,2,7,5,0,0,0,0,0,0.04,0.07,0.11,0.04,0.11,Matches,ccb1c3af
681,Jaume Doménech,es ESP,GK,Valencia,es La Liga,27,1990,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,c9cb972b
682,Giulio Donati,it ITA,DF,Mainz 05,de Bundesliga,28,1990,9,6,625,6.9,0,0,0,0,0,0,2,0,0.1,0.1,0.6,0.7,13,32,33,0,0,0,0,0,0.01,0.08,0.1,0.01,0.1,Matches,22051fbe
683,Ji Dong-won,kr KOR,MFFW,Augsburg,de Bundesliga,27,1991,14,10,891,9.9,4,1,5,4,0,0,2,0,1.6,1.6,1,2.6,29,42,53,0.4,0.1,0.51,0.4,0.51,0.16,0.1,0.26,0.16,0.26,Matches,7d841904
684,Anastasios Donis,gr GRE,FWMF,Stuttgart,de Bundesliga,21,1996,24,11,962,10.7,5,2,7,5,0,0,4,0,2.9,2.9,1,3.9,33,8,79,0.47,0.19,0.65,0.47,0.65,0.27,0.1,0.37,0.27,0.37,Matches,0f26fd24
685,Gianluigi Donnarumma,it ITA,GK,Milan,it Serie A,19,1999,36,36,3090,34.3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,08f5afaa
686,Godfred Donsah,gh GHA,MF,Bologna,it Serie A,22,1996,6,1,153,1.7,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,4,10,3,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05,Matches,384dd218
687,Riccardo Doratiotto,it ITA,FW,Cagliari,it Serie A,19,1999,1,1,78,0.9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,Matches,c1bcb2df
688,Gabriel Dos Santos,br BRA,DF,Lille,fr Ligue 1,20,1997,14,11,1066,11.8,1,0,1,1,0,0,1,0,0.8,0.8,0.1,0.9,5,40,0,0.08,0,0.08,0.08,0.08,0.06,0.01,0.07,0.06,0.07,Matches,67ac5bb8
689,Mathieu Dossevi,tg TOG,FWMF,Toulouse,fr Ligue 1,30,1988,35,30,2469,27.4,4,2,6,4,0,0,0,0,2.5,2.5,4.9,7.4,119,53,256,0.15,0.07,0.22,0.15,0.22,0.09,0.18,0.27,0.09,0.27,Matches,6421dd73
690,Abdoulaye Doucouré,ml MLI,MF,Watford,eng Premier League,25,1993,35,34,3062,34,5,6,11,5,0,0,7,0,6.2,6.2,4.7,10.8,58,202,83,0.15,0.18,0.32,0.15,0.32,0.18,0.14,0.32,0.18,0.32,Matches,02b29014
691,Cheick Doukouré,ci CIV,MF,Levante,es La Liga,25,1992,9,3,318,3.5,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,0,14,5,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches,e208bcc8
692,Moussa Doumbia,ml MLI,FWMF,Reims,fr Ligue 1,23,1994,28,18,1600,17.8,3,1,4,3,0,0,5,0,1.4,1.4,2,3.5,75,73,128,0.17,0.06,0.23,0.17,0.23,0.08,0.11,0.19,0.08,0.19,Matches,6481421d
693,Seydou Doumbia,ci CIV,FW,Girona,es La Liga,30,1987,17,5,541,6,2,0,2,2,0,0,2,0,2.7,2.7,0,2.7,9,5,27,0.33,0,0.33,0.33,0.33,0.45,0,0.45,0.45,0.45,Matches,c49afee6
694,Souleyman Doumbia,ci CIV,DF,Rennes,fr Ligue 1,21,1996,7,7,605,6.7,0,0,0,0,0,0,0,0,0,0,0,0,13,26,22,0,0,0,0,0,0,0,0,0,0,Matches,9daeac61
695,Aleksandar Dragović,at AUT,DF,Leverkusen,de Bundesliga,27,1991,18,13,1335,14.8,2,0,2,2,0,0,4,0,0.8,0.8,0.1,0.9,10,70,2,0.13,0,0.13,0.13,0.13,0.05,0.01,0.06,0.05,0.06,Matches,6fd8a334
696,Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,20,1997,3,2,225,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,085e71a7
697,Bartłomiej Drągowski,pl POL,GK,Empoli,it Serie A,20,1997,14,14,1260,14,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,085e71a7
698,Julian Draxler,de GER,MFFW,Paris S-G,fr Ligue 1,24,1993,31,22,2046,22.7,3,7,10,3,0,0,6,0,4.1,4.1,5,9.1,93,193,169,0.13,0.31,0.44,0.13,0.44,0.18,0.22,0.4,0.18,0.4,Matches,1a992676
699,Luke Dreher,eng ENG,FW,Crystal Palace,eng Premier League,19,1998,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,d1c509d9
700,Josip Drmić,ch SUI,FW,M'Gladbach,de Bundesliga,25,1992,5,2,222,2.5,2,0,2,2,0,0,0,0,1.4,1.4,0,1.4,7,1,18,0.81,0,0.81,0.81,0.81,0.56,0.01,0.57,0.56,0.57,Matches,15ea94de
701,Jaroslav Drobný,cz CZE,GK,Düsseldorf,de Bundesliga,38,1979,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,e4a30d8c
702,Óscar Duarte,cr CRC,DFMF,Espanyol,es La Liga,29,1989,11,7,660,7.3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2,16,2,0,0,0,0,0,0.01,0.02,0.03,0.01,0.03,Matches,aa0ac32d
703,Rubén Duarte,es ESP,DF,Alavés,es La Liga,22,1995,33,33,2772,30.8,0,0,0,0,0,0,10,1,0.7,0.7,1.7,2.3,34,105,81,0,0,0,0,0,0.02,0.05,0.08,0.02,0.08,Matches,1fe0492d
704,Leo Dubois,fr FRA,DF,Lyon,fr Ligue 1,23,1994,25,21,2044,22.7,1,6,7,1,0,0,2,0,0.9,0.9,4.5,5.4,86,129,157,0.04,0.26,0.31,0.04,0.31,0.04,0.2,0.24,0.04,0.24,Matches,ff0ab48c
705,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,29,1989,38,38,3420,38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,3a949a25
706,Marvin Ducksch,de GER,FW,Düsseldorf,de Bundesliga,24,1994,16,8,823,9.1,1,1,2,1,0,0,1,0,1.6,1.6,1.8,3.4,8,33,61,0.11,0.11,0.22,0.11,0.22,0.18,0.2,0.38,0.18,0.38,Matches,638a4d71
707,Ondrej Duda,sk SVK,MF,Hertha BSC,de Bundesliga,23,1994,32,30,2563,28.5,11,5,16,11,0,0,7,0,7,7,5.8,12.8,36,141,116,0.39,0.18,0.56,0.39,0.56,0.25,0.2,0.45,0.25,0.45,Matches,79ca3e23
708,Shane Duffy,ie IRL,DF,Brighton,eng Premier League,26,1992,35,35,3087,34.3,5,1,6,5,0,0,4,1,3.1,3.1,0.3,3.4,1,35,11,0.15,0.03,0.17,0.15,0.17,0.09,0.01,0.1,0.09,0.1,Matches,7314bba4
709,Demeaco Duhaney,eng ENG,DF,Huddersfield,eng Premier League,19,1998,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,Matches,5ef608f7
710,Paul Dummett,wls WAL,DF,Newcastle Utd,eng Premier League,26,1991,26,21,1990,22.1,0,0,0,0,0,0,1,0,0.3,0.3,0.7,1,10,68,16,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04,Matches,3fe6bd8c
711,Alfred Duncan,gh GHA,MF,Sassuolo,it Serie A,25,1993,26,21,1848,20.5,4,4,8,4,0,0,7,1,1.1,1.1,2.8,3.9,45,109,59,0.19,0.19,0.39,0.19,0.39,0.05,0.14,0.19,0.05,0.19,Matches,528492ea
712,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,26,1991,36,36,3151,35,2,1,3,2,0,0,6,1,1.8,1.8,0.8,2.6,16,63,6,0.06,0.03,0.09,0.06,0.09,0.05,0.02,0.07,0.05,0.07,Matches,282f75f3
713,Maxime Dupé,fr FRA,GK,Nantes,fr Ligue 1,25,1993,11,10,940,10.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0e12089d
714,Erik Durm,de GER,DF,Huddersfield,eng Premier League,26,1992,28,21,2055,22.8,0,1,1,0,0,0,0,0,0.4,0.4,0.6,1,42,61,106,0,0.04,0.04,0,0.04,0.02,0.03,0.04,0.02,0.04,Matches,cf623c78
715,Jimmy Durmaz,se SWE,MFFW,Toulouse,fr Ligue 1,29,1989,36,21,1899,21.1,4,1,5,2,2,2,5,0,4.4,2.8,2.9,5.7,60,144,110,0.19,0.05,0.24,0.09,0.14,0.21,0.14,0.35,0.13,0.27,Matches,f09a8b75
716,Riza Durmisi,dk DEN,DF,Lazio,it Serie A,24,1994,10,2,326,3.6,0,1,1,0,0,0,4,0,0.1,0.1,0.8,1,16,12,25,0,0.28,0.28,0,0.28,0.04,0.23,0.27,0.04,0.27,Matches,e5cd9da6
717,Hugo Duro,es ESP,MFFW,Getafe,es La Liga,18,1999,11,5,417,4.6,0,0,0,0,0,0,0,0,0.4,0.4,0.6,1,3,5,18,0,0,0,0,0,0.09,0.13,0.22,0.09,0.22,Matches,37e103f8
718,Raphael Dwamena,gh GHA,FW,Levante,es La Liga,22,1995,12,1,222,2.5,0,1,1,0,0,0,0,0,0.7,0.7,0.5,1.2,7,3,17,0,0.41,0.41,0,0.41,0.28,0.19,0.47,0.28,0.47,Matches,525f9bf4
719,Paulo Dybala,ar ARG,FWMF,Juventus,it Serie A,24,1993,30,24,2137,23.7,5,4,9,4,1,1,2,0,5,4.2,3.8,8,69,143,154,0.21,0.17,0.38,0.17,0.34,0.21,0.16,0.37,0.18,0.34,Matches,e0921a4f
720,Edin Džeko,ba BIH,FW,Roma,it Serie A,32,1986,33,28,2579,28.7,9,6,15,9,0,0,9,0,14.5,14.5,4.2,18.6,64,94,246,0.31,0.21,0.52,0.31,0.52,0.5,0.15,0.65,0.5,0.65,Matches,3bb7f478
721,Blerim Džemaili,ch SUI,MF,Bologna,it Serie A,32,1986,28,20,1750,19.4,1,1,2,1,0,0,4,0,1.8,1.8,1.3,3.2,55,105,69,0.05,0.05,0.1,0.05,0.1,0.09,0.07,0.16,0.09,0.16,Matches,756959aa
722,Félix Eboa Eboa,cm CMR,DF,Guingamp,fr Ligue 1,21,1997,27,27,2426,27,3,0,3,3,0,0,5,0,1.7,1.7,0.3,2,9,74,3,0.11,0,0.11,0.11,0.11,0.06,0.01,0.08,0.06,0.08,Matches,167d5018
723,Dennis Eckert,de GER,FW,Celta Vigo,es La Liga,21,1997,9,1,216,2.4,0,0,0,0,0,0,0,0,0.7,0.7,0.1,0.8,2,4,17,0,0,0,0,0,0.3,0.04,0.34,0.3,0.34,Matches,7f8fb807
724,Bruno Ecuele Manga,ga GAB,DF,Cardiff City,eng Premier League,30,1988,38,37,3376,37.5,0,1,1,0,0,0,0,0,1.1,1.1,0.4,1.5,18,102,19,0,0.03,0.03,0,0.03,0.03,0.01,0.04,0.03,0.04,Matches,72a0fb65
725,Simone Edera,it ITA,MF,Torino,it Serie A,21,1997,3,1,77,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,3,1,4,0,0,0,0,0,0.06,0.14,0.21,0.06,0.21,Matches,8697c095
726,Simone Edera,it ITA,FW,Bologna,it Serie A,21,1997,4,3,196,2.2,0,0,0,0,0,0,1,0,0.7,0.7,0.2,0.9,5,2,11,0,0,0,0,0,0.32,0.09,0.41,0.32,0.41,Matches,8697c095
727,Ederson,br BRA,GK,Manchester City,eng Premier League,24,1993,38,38,3420,38,0,1,1,0,0,0,2,0,0,0,0.1,0.1,0,3,0,0,0.03,0.03,0,0.03,0,0,0,0,0,Matches,3bb7b8b4
728,Johannes Eggestein,de GER,FWMF,Werder Bremen,de Bundesliga,20,1998,23,12,1113,12.4,4,1,5,4,0,0,0,0,4.6,4.6,1.8,6.4,42,35,121,0.32,0.08,0.4,0.32,0.4,0.38,0.14,0.52,0.38,0.52,Matches,d571df78
729,Maximilian Eggestein,de GER,MF,Werder Bremen,de Bundesliga,21,1996,34,34,3052,33.9,5,4,9,5,0,0,4,0,2.1,2.1,4.6,6.7,77,199,127,0.15,0.12,0.27,0.15,0.27,0.06,0.14,0.2,0.06,0.2,Matches,beb882a8
730,Albin Ekdal,se SWE,MF,Sampdoria,it Serie A,29,1989,32,30,2646,29.4,0,0,0,0,0,0,6,0,0.9,0.9,1,1.9,39,129,25,0,0,0,0,0,0.03,0.03,0.07,0.03,0.07,Matches,f503ea63
731,Josip Elez,hr CRO,DF,Hannover 96,de Bundesliga,24,1994,10,7,646,7.2,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,14,29,0,0,0,0,0,0,0.01,0.01,0.03,0.01,0.03,Matches,eafac393
732,Harvey Elliott,eng ENG,MF,Fulham,eng Premier League,15,2003,2,0,20,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,2,2,0,0,0,0,0,0.27,0,0.27,0.27,0.27,Matches,c8387671
733,Mohamed Elneny,eg EGY,MF,Arsenal,eng Premier League,26,1992,8,5,380,4.2,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,4,31,4,0,0,0,0,0,0.11,0.05,0.15,0.11,0.15,Matches,47a34c4f
734,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,24,1994,27,24,2254,25,1,0,1,1,0,0,5,0,1.5,1.5,0.6,2.1,25,71,24,0.04,0,0.04,0.04,0.04,0.06,0.02,0.08,0.06,0.08,Matches,f7dc2ae5
735,Gorka Elustondo,es ESP,MFDF,Rayo Vallecano,es La Liga,31,1987,5,3,285,3.2,0,0,0,0,0,0,1,0,0,0,0.4,0.4,4,15,1,0,0,0,0,0,0.01,0.12,0.13,0.01,0.13,Matches,7b309e55
736,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,21,1996,30,30,2623,29.1,2,1,3,2,0,0,1,0,1.4,1.4,0.7,2.1,53,118,11,0.07,0.03,0.1,0.07,0.1,0.05,0.02,0.07,0.05,0.07,Matches,48035304
737,Rodrigo Ely,br BRA,DF,Alavés,es La Liga,24,1993,5,5,430,4.8,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,0,6,2,0,0,0,0,0,0.02,0.03,0.04,0.02,0.04,Matches,fd47b4f2
738,Mohamed Elyounoussi,no NOR,MF,Southampton,eng Premier League,23,1994,16,8,793,8.8,0,0,0,0,0,0,0,0,2.1,2.1,1.1,3.2,20,20,54,0,0,0,0,0,0.23,0.13,0.36,0.23,0.36,Matches,68dc0dac
739,Adri Embarba,es ESP,MFFW,Rayo Vallecano,es La Liga,26,1992,36,27,2282,25.4,5,6,11,2,3,3,5,1,6.7,4.3,7.4,11.7,93,53,164,0.2,0.24,0.43,0.08,0.32,0.26,0.29,0.56,0.17,0.46,Matches,db8f0eba
740,Breel Embolo,ch SUI,FW,Schalke 04,de Bundesliga,21,1997,20,15,1345,14.9,5,1,6,5,0,0,4,0,4.2,4.2,2.9,7.1,31,23,111,0.33,0.07,0.4,0.33,0.4,0.28,0.19,0.47,0.28,0.47,Matches,0b4f388a
741,Emerson,br BRA,FWDF,Betis,es La Liga,19,1999,6,4,317,3.5,0,0,0,0,0,0,1,0,0.2,0.2,0.3,0.4,7,13,26,0,0,0,0,0,0.05,0.07,0.12,0.05,0.12,Matches,df8b52a5
742,Youssef En-Nesyri,ma MAR,FW,Leganés,es La Liga,21,1997,31,22,2106,23.4,9,2,11,9,0,0,7,0,7.1,7.1,2.3,9.4,38,28,143,0.38,0.09,0.47,0.38,0.47,0.3,0.1,0.4,0.3,0.4,Matches,04e17fd5
743,Björn Engels,be BEL,DF,Reims,fr Ligue 1,23,1994,33,33,2970,33,1,1,2,1,0,0,4,0,1.1,1.1,1.3,2.5,20,104,4,0.03,0.03,0.06,0.03,0.06,0.03,0.04,0.07,0.03,0.07,Matches,4fdf1fd9
744,Sergi Enrich,es ESP,FW,Eibar,es La Liga,28,1990,35,30,2582,28.7,7,4,11,7,0,0,4,0,10.9,10.9,2.7,13.6,14,58,210,0.24,0.14,0.38,0.24,0.38,0.38,0.09,0.48,0.38,0.48,Matches,bb4b1242
745,Javier Eraso,es ESP,MFFW,Leganés,es La Liga,28,1990,13,9,631,7,0,0,0,0,0,0,2,0,0.1,0.1,1,1.1,8,16,43,0,0,0,0,0,0.02,0.14,0.16,0.02,0.16,Matches,aec0fb6f
746,Christian Eriksen,dk DEN,MF,Tottenham,eng Premier League,26,1992,35,30,2774,30.8,8,12,20,8,0,0,3,0,5.4,5.4,7.4,12.8,78,212,132,0.26,0.39,0.65,0.26,0.65,0.17,0.24,0.42,0.17,0.42,Matches,980522ec
747,Patrick Erras,de GER,MF,Nürnberg,de Bundesliga,23,1995,19,13,1222,13.6,0,1,1,0,0,0,1,0,0.8,0.7,0.8,1.5,3,37,3,0,0.07,0.07,0,0.07,0.06,0.06,0.12,0.05,0.11,Matches,e3f6253d
748,Gonzalo Escalante,ar ARG,MF,Eibar,es La Liga,25,1993,32,18,1789,19.9,4,1,5,4,0,0,6,0,2.9,2.9,1,3.9,14,79,35,0.2,0.05,0.25,0.2,0.25,0.15,0.05,0.2,0.15,0.2,Matches,3f79a1c8
749,Sergio Escudero,es ESP,DFFW,Sevilla,es La Liga,28,1989,21,18,1545,17.2,0,1,1,0,0,0,8,1,1.4,1.4,1.2,2.7,40,107,90,0,0.06,0.06,0,0.06,0.08,0.07,0.15,0.08,0.15,Matches,b0616e3d
750,Bernardo Espinosa,co COL,DF,Girona,es La Liga,29,1989,31,31,2727,30.3,1,1,2,1,0,0,6,2,2.1,2.1,1.2,3.3,0,49,6,0.03,0.03,0.07,0.03,0.07,0.07,0.04,0.11,0.07,0.11,Matches,4242011c
751,Michael Esser,de GER,GK,Hannover 96,de Bundesliga,30,1987,32,32,2880,32,0,0,0,0,0,0,3,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0.02,Matches,83e0eeb4
752,Alexander Esswein,de GER,MFFW,Stuttgart,de Bundesliga,28,1990,17,15,1251,13.9,0,0,0,0,0,0,3,0,1.7,1.7,1.3,3,34,24,138,0,0,0,0,0,0.12,0.1,0.22,0.12,0.22,Matches,b48215cd
753,Neil Etheridge,ph PHI,GK,Cardiff City,eng Premier League,28,1990,38,38,3420,38,0,0,0,0,0,0,2,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2642bf6c
754,Beñat Etxebarria,es ESP,MF,Athletic Club,es La Liga,31,1987,27,25,2031,22.6,1,2,3,1,0,0,8,0,0.5,0.5,2.6,3.1,14,138,22,0.04,0.09,0.13,0.04,0.13,0.02,0.12,0.14,0.02,0.14,Matches,b037bd4f
755,Xabier Etxeita,es ESP,DF,Huesca,es La Liga,30,1987,31,30,2677,29.7,4,0,4,4,0,0,10,0,2.7,2.7,0.3,3,18,62,9,0.13,0,0.13,0.13,0.13,0.09,0.01,0.1,0.09,0.1,Matches,4a895384
756,Lucas Evangelista,br BRA,FWMF,Nantes,fr Ligue 1,23,1995,14,9,720,8,1,0,1,1,0,0,0,0,0.8,0.8,0.1,0.9,14,34,61,0.12,0,0.12,0.12,0.12,0.1,0.02,0.12,0.1,0.12,Matches,5f4ce4b6
757,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,30,1988,24,21,1996,22.2,1,0,1,1,0,0,2,0,0.9,0.9,0.3,1.1,4,33,3,0.05,0,0.05,0.05,0.05,0.04,0.01,0.05,0.04,0.05,Matches,f8fcd2a5
758,Ewerton,br BRA,DF,Nürnberg,de Bundesliga,29,1989,18,15,1341,14.9,0,0,0,0,0,0,2,0,0.6,0.6,0.1,0.7,2,20,0,0,0,0,0,0,0.04,0.01,0.04,0.04,0.04,Matches,78cd577c
759,Valentin Eysseric,fr FRA,FWMF,Fiorentina,it Serie A,26,1992,8,4,358,4,0,1,1,0,0,0,1,0,0.2,0.2,1.1,1.2,8,19,35,0,0.25,0.25,0,0.25,0.04,0.27,0.31,0.04,0.31,Matches,ae82fa48
760,Valentin Eysseric,fr FRA,MFFW,Nantes,fr Ligue 1,26,1992,5,3,209,2.3,1,0,1,0,1,2,1,0,1.9,0.4,0.3,0.7,6,6,13,0.43,0,0.43,0,0,0.83,0.14,0.98,0.15,0.3,Matches,ae82fa48
761,Marco Fabián,mx MEX,FW,Eint Frankfurt,de Bundesliga,29,1989,1,1,62,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,2,0,2,0,0,0,0,0,0.1,0,0.1,0.1,0.1,Matches,e665a2db
762,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,33,1985,38,38,3420,38,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,9328b835
763,Fabinho,br BRA,MF,Liverpool,eng Premier League,24,1993,28,21,2017,22.4,1,2,3,1,0,0,6,0,1,1,1.8,2.8,28,130,19,0.04,0.09,0.13,0.04,0.13,0.05,0.08,0.12,0.05,0.12,Matches,7f3b388c
764,Fábio,br BRA,DFFW,Nantes,fr Ligue 1,28,1990,20,15,1276,14.2,0,2,2,0,0,0,4,1,0.1,0.1,1,1,44,47,55,0,0.14,0.14,0,0.14,0.01,0.07,0.07,0.01,0.07,Matches,bc7b4580
765,Cesc Fàbregas,es ESP,MF,Chelsea,eng Premier League,31,1987,6,1,180,2,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,3,21,9,0,0,0,0,0,0.03,0.1,0.13,0.03,0.13,Matches,33508c78
766,Cesc Fàbregas,es ESP,MF,Monaco,fr Ligue 1,31,1987,13,12,966,10.7,1,0,1,1,0,0,2,0,1.5,1.5,1,2.5,12,113,31,0.09,0,0.09,0.09,0.09,0.14,0.09,0.23,0.14,0.23,Matches,33508c78
767,Fabricio,es ESP,GK,Fulham,eng Premier League,30,1987,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,af245161
